species,ENSG00000031823,ENSG00000119314,ENSG00000120690,ENSG00000135090,ENSG00000102760,ENSG00000064419,ENSG00000058272,ENSG00000121579,ENSG00000121774,ENSG00000114423,ENSG00000138814,ENSG00000170606,ENSG00000138758,ENSG00000080802,ENSG00000134644,ENSG00000178741,ENSG00000171497,ENSG00000177889,ENSG00000144802,ENSG00000100354,ENSG00000105968,ENSG00000081059,ENSG00000171681,ENSG00000005483,ENSG00000115464,ENSG00000055609,ENSG00000146247,ENSG00000150753,ENSG00000146285,ENSG00000120265,ENSG00000134996,ENSG00000104388,ENSG00000127922,ENSG00000198846,ENSG00000082153,ENSG00000184588,ENSG00000131196,ENSG00000247596,ENSG00000140396,ENSG00000101745,ENSG00000141027,ENSG00000069667,ENSG00000125676,ENSG00000030419,ENSG00000101972,ENSG00000065548,ENSG00000154001,ENSG00000213145,ENSG00000126561,ENSG00000114209,ENSG00000078596,ENSG00000103275,ENSG00000171700,ENSG00000125534,ENSG00000141293,ENSG00000025293
"""Frog""",-0.1846045845900273,-1.5628698595501136,0.0921622200579024,0.5069910004804159,0.4215523317723251,-0.6626525943589912,-0.3094058723046501,1.0076669246992551,0.0529504841551748,0.4221901221094291,0.145379914027425,-1.7149730014576596,0.1417512132070437,-0.281032315259535,0.0750187465263465,0.3654294139187826,0.2160428410227524,0.0767017986516953,0.5446570056449054,0.2651248455521184,0.9027364958618422,0.7547055338582742,-0.1186942445998331,0.0611625357956355,-0.1712112946059015,0.2773787679157613,0.1785347692923964,-0.1946995618923698,0.346784417316845,0.3864079031296628,-0.0891992175957536,-0.1909919623857346,1.1448459176610344,-0.1535348786642606,-2.040089757856075,1.4116213320887137,0.2293190752104039,0.1643666980702034,0.3856269053970447,0.2143298982876549,-0.3283634200434108,1.1047993877861422,-0.6412674994969547,0.6191903524299076,-0.0354912850533184,-0.10980205282259,0.034380912354194,0.3505840978815029,0.2077916034767486,-0.4200137373459245,-0.3266426682783673,0.6889790565046343,-1.905774249830708,0.0656387941594951,-0.1856909810830873,0.2625898043910646
"""Human""",-0.3107785630564179,0.2213144746271869,0.3155180181453683,0.509554992779718,0.257208946785165,0.1887447864953579,0.398672638653434,-0.2569905079040349,0.0415354980949425,0.8938237375499818,0.7724274376558986,-2.4141480299997085,-0.2752157910378692,0.1751309020847078,0.0954902731325282,-1.6708364733579646,-0.2769148500041023,-0.1376886736246896,-0.0437134706457706,0.6725729825315896,0.2709421817396384,0.4898712780043359,0.6921240883481254,-0.2224210127970058,0.5102526181918301,0.1836530176987887,0.1561493079703249,0.2632460952805251,0.861284008212527,-0.996174391558051,0.2277808090701363,0.2850535821944988,0.1721111149069145,1.0558335808958956,-0.5936366313416174,0.2477400499349449,-0.0201329461397072,-0.4444391792332594,0.7430896788776735,0.2584839438611184,0.2843451437979163,0.004677342943653,-0.1960989874763252,1.273547207474942,0.3261716671219248,0.1378451497528487,0.2086534213707549,-0.475630086440874,-0.357361776276254,-0.7733026520129631,-0.03734820019091,-0.8141879558696918,-0.4173954455806481,-0.3455880801669824,0.7192723228511126,0.2348888041302745
"""Macaque""",-0.0028789948845673,0.1859201452354268,0.0514621167433919,0.39803500767541,-2.0009737476037674,0.06365124262355,0.5210486060844433,-0.5112370794042915,-0.4699302464980024,0.8749710763850822,0.6308606070031892,-0.6882415373590904,0.1501393675219586,0.1609246674207274,0.0874267984036367,-0.7009421405689343,-0.2341747650758332,-0.0402272064420456,-0.1739643243682151,0.5238605030365022,0.0781490962851274,0.9786871428859892,0.532890299922278,0.1406400722869178,0.3820949669459668,0.245340557636795,0.3551259522467709,0.1321094719678253,1.0203510457305331,-0.640542197262203,-0.2386628523164837,0.1574701395174884,-0.3048991655183749,0.941982787344876,-0.4843982471266557,0.0042183857755981,0.1487286652294124,-1.1498606066629822,0.2118248815082382,0.2862958659521191,-0.0582206475677775,0.5923406575515193,-0.0275177561376713,1.1062593986572435,-0.0977247097516063,0.0745583614297209,0.0452559959951099,0.9114881576757166,-0.4975815279713407,-0.0734656626020581,1.0598828499251256,-0.5666281725069604,0.0721504161937649,-0.2194371000133649,0.492106791914028,0.1469567898898471
"""Mouse""",-0.0870778529453086,0.3451050588706805,0.3236215766579295,0.1692704547630386,0.2322003175778508,-0.1078927856373126,0.448085224735558,0.652726250955018,-0.147109685239781,0.7102295454618437,0.8137537630003329,-0.0020395610484715,-0.2527616903178509,0.3508425883973052,0.0673217951232572,-0.0912259744266292,-0.9334062750048664,-0.2265987816859718,0.3579668232982951,0.4411780702702934,0.0923749972703671,0.0716455641913293,0.2114530985373357,0.1783441162567003,0.3841537196853841,0.0926708314949711,-0.0195311689939854,-0.3622302732333806,0.6887435625296359,-0.1827110931399043,-0.3770740325132453,0.0471408676903561,-0.4975519948687781,1.1323008888616015,-0.0376388940818011,0.4580728487512036,0.2119760258667407,-0.5411152997599515,0.5237817619286709,0.3990545465835851,0.2862146756614212,0.5405715843825112,0.1019412420426939,1.5543966649994814,0.0733120429541587,-0.2846101124034408,0.1124379091661593,-0.0093912316331654,0.1354436275247992,-0.331448326638821,-0.0855837513253681,-0.1160080828945389,-0.3109545045818531,-0.0891581120527647,0.8740748799375511,0.0108656020415962
"""Pig""",-0.3641859788777664,0.1866742820178188,0.245953665765231,0.1693344102151699,0.0988834719715496,0.0954619808351378,0.4188562732948075,0.1344808016678089,-0.2243631972121655,0.8952748603775857,0.4945403327415705,0.4773973475396422,0.2070258999426726,0.0298755026311727,-0.083891339899482,-0.3180990620892063,-0.5513923660075879,-0.9983594112012576,-0.2917857282919596,0.3205264972984567,0.0377063430073056,0.6343960394119081,0.009360099528695,0.1923546179910218,0.3377748297019036,0.4233613902712254,0.2659420910892747,-0.2909948883481852,0.6712438928668147,-0.313120542073511,-0.0355458347150396,-0.2725156111263749,-0.0861758771890972,0.9217514324316493,-0.235613924076788,1.164173653679326,-0.4081314598778247,-0.4856390815528955,0.513685661025058,0.2117160436381708,0.002573735145364,0.6092383803093373,-0.178836546317253,0.6727675973142495,-0.148035182162213,-0.4852429426262385,0.1617024615810827,0.5305547403249729,-0.7780720710039655,-0.3024323646187503,-0.6289509954565313,-0.516012377912324,0.1849592460636655,-1.0989424584433591,0.7296500674696622,-0.0816756674363965
"""Rat""",-0.5687664320660173,0.2508658779900008,-0.1203267848447902,0.3036869256871615,-0.1080663160256008,-0.3203119458529766,0.202659451429831,-0.4734282327623953,-0.3936197054102146,0.4842386213092209,0.6242517033863049,-0.2768062932897737,0.4117124682265349,0.1236372636602736,-0.0443356552972473,-0.5816649311328632,-0.6410264650777782,-0.2253327854231375,0.1866049139759327,0.3879213508074981,0.4101603404390603,1.0662889214771396,0.0851054255964851,0.1228718357826519,0.0508508374171001,0.2468826382621824,0.0694027006026707,-0.3367150135639987,0.6963571041024856,-0.7107460276839004,-0.3567229819986859,-0.2539138572848014,-0.567195585942311,0.9389471383890308,-0.4527490471450501,0.2168511961634056,-0.0199494938443596,-0.3254262740125972,-0.0894790828692391,-0.2750633615034747,0.1476932982025558,0.7338681878723476,-0.0805488678598864,1.490232276424182,0.1943988080169916,-0.2403029241551793,-0.3888835780891191,0.9525647174384716,0.3460419336242553,-0.2273755591483868,-0.2550111464653715,-0.7392045482623526,-0.3746677740234114,0.2481048239328984,0.8056007639486289,-0.1190154379591612
